"ajd"	"镫"	20
"ajed"	"鍨"	20
"ajgn"	"鍨"	20
"ajj"	"针"	20
"ajj"	"錊"	20
"ajmb"	"镇"	20
"ajnf"	"旉"	20
"ajnf"	"喸"	20
"ajnf"	"盙"	20
"ajnh"	"懯"	20
"ajnz"	"乶"	20
"ajo"	"钴"	20
"ajor"	"鋴"	20
"ajou"	"鍸"	20
"aju"	"鈘"	20
"ajwp"	"皳"	20
"ajxb"	"鏯"	20
"aka"	"钰"	20
"aka"	"鐄"	20
"akbk"	"鐁"	20
"ake"	"鈓"	20
"aki"	"锨"	20
"aki"	"鍁"	20
"akj"	"钘"	20
"akk"	"錱"	20
"akmb"	"锧"	20
"akn"	"鍨"	20
"akp"	"龙"	20
"akpb"	"龚"	20
"akpi"	"詟"	20
"akpk"	"袭"	20
"akpo"	"砻"	20
"akpr"	"聋"	20
"akpy"	"垄"	20
"akr"	"铏"	20
"aku"	"铥"	20
"akw"	"迬"	20
"akw"	"铤"	20
"al"	"龙"	20
"ala"	"镣"	20
"albf"	"镰"	20
"albf"	"镳"	20
"albi"	"镢"	20
"albi"	"鐝"	20
"alc"	"龲"	20
"aldh"	"镱"	20
"aldj"	"鏱"	20
"aldr"	"镜"	20
"ale"	"鉝"	20
"aleq"	"镛"	20
"alj"	"锌"	20
"alk"	"铱"	20
"alk"	"锿"	20
"alk"	"鎄"	20
"all"	"钆"	20
"all"	"铲"	20
"aln"	"铈"	20
"aln"	"铼"	20
"aln"	"镶"	20
"alnf"	"镑"	20
"alno"	"镐"	20
"alno"	"镝"	20
"alo"	"砻"	20
"alo"	"锫"	20
"alo"	"錇"	20
"alo"	"鏴"	20
"alok"	"锿"	20
"alok"	"鎄"	20
"alok"	"镶"	20
"aloo"	"镐"	20
"alop"	"镦"	20
"alp"	"铲"	20
"alp"	"鈪"	20
"alq"	"镰"	20
"alr"	"钪"	20
"alru"	"镀"	20
"alu"	"钣"	20
"alw"	"铉"	20
"alws"	"鏲"	20
"alx"	"铰"	20
"alzp"	"镦"	20
"amb"	"钡"	20
"ambr"	"铡"	20
"amcs"	"镧"	20
"amd"	"锏"	20
"amd"	"鐤"	20
"amd"	"鐧"	20
"amf"	"驡"	20
"amg"	"镂"	20
"amh"	"鏭"	20
"ami"	"钔"	20
"amj"	"銏"	20
"amjs"	"镧"	20
"amk"	"锎"	20
"amk"	"鐦"	20
"ammv"	"鑺"	20
"amn"	"镧"	20
"amo"	"钼"	20
"amp"	"钐"	20
"amr"	"觎"	20
"amu"	"鐗"	20
"amx"	"镘"	20
"ana"	"钓"	20
"anb"	"钠"	20
"anb"	"钧"	20
"anbc"	"镩"	20
"anbf"	"龬"	20
"anbs"	"鑹"	20
"anc"	"铯"	20
"ancl"	"铯"	20
"ancr"	"鋔"	20
"and"	"銁"	20
"ane"	"铮"	20
"aneo"	"铜"	20
"aneq"	"镓"	20
"anez"	"锭"	20
"anf"	"钨"	20
"anf"	"铊"	20
"anf"	"鵭"	20
"anfo"	"鎋"	20
"ang"	"铵"	20
"anj"	"镲"	20
"anj"	"鑔"	20
"anjs"	"镲"	20
"anjs"	"鑔"	20
"ankb"	"镔"	20
"anl"	"铇"	20
"anmh"	"锪"	20
"anmh"	"鍃"	20
"anne"	"銏"	20
"anoa"	"镵"	20
"anol"	"铇"	20
"anpb"	"镔"	20
"anqh"	"鍯"	20
"anra"	"鑧"	20
"ans"	"鉨"	20
"anu"	"钩"	20
"anw"	"镕"	20
"anx"	"钢"	20
"aoa"	"龛"	20
"aoa"	"鏆"	20
"aoaf"	"龛"	20
"aoap"	"龛"	20
"aob"	"鉙"	20
"aobf"	"鎾"	20
"aoc"	"郒"	20
"aocl"	"郒"	20
"aod"	"铟"	20
"aoe"	"铔"	20
"aoee"	"翖"	20
"aoef"	"盫"	20
"aohh"	"搻"	20
"aojo"	"锢"	20
"aok"	"锷"	20
"aok"	"鋥"	20
"aoke"	"锃"	20
"aol"	"釲"	20
"aom"	"乸"	20
"aon"	"铞"	20
"aon"	"銱"	20
"aon"	"镮"	20
"aonb"	"锅"	20
"aonf"	"鸽"	20
"aoo"	"铝"	20
"aoob"	"龥"	20
"aood"	"劎"	20
"aooi"	"龡"	20
"aook"	"锷"	20
"aoot"	"龥"	20
"aoow"	"龣"	20
"aoq"	"镏"	20
"aoq"	"鐂"	20
"aor"	"鍓"	20
"aot"	"颌"	20
"aotb"	"颌"	20
"aoxb"	"鏆"	20
"aoxd"	"鍲"	20
"aoz"	"鋜"	20
"aozo"	"鏴"	20
"apa"	"钋"	20
"apa"	"鉜"	20
"apa"	"鏓"	20
"apd"	"铂"	20
"apdk"	"锽"	20
"apdn"	"锦"	20
"apdo"	"鐈"	20
"ape"	"铚"	20
"apf"	"鈋"	20
"apf"	"锋"	20
"apfj"	"铧"	20
"apfw"	"鏠"	20
"apiu"	"鏅"	20
"apj"	"锦"	20
"apj"	"鐴"	20
"apl"	"锩"	20
"apmt"	"镍"	20
"apnd"	"鐭"	20
"apno"	"銄"	20
"apnp"	"鎫"	20
"apo"	"铬"	20
"apoh"	"鏓"	20
"apu"	"钑"	20
"apx"	"铍"	20
"aqad"	"鐟"	20
"aqar"	"剗"	20
"aqar"	"虦"	20
"aqbr"	"鎅"	20
"aqdg"	"朇"	20
"aqe"	"锂"	20
"aqer"	"铙"	20
"aqh"	"锶"	20
"aqi"	"钾"	20
"aqi"	"鈟"	20
"aqj"	"鋽"	20
"aqnd"	"鐟"	20
"aqnu"	"鍝"	20
"aqo"	"戓"	20
"aqo"	"钿"	20
"aqo"	"镐"	20
"aqoc"	"镪"	20
"aqok"	"戜"	20
"aqpf"	"烕"	20
"aqqq"	"鑘"	20
"aqs"	"镙"	20
"aqt"	"锞"	20
"ara"	"钒"	20
"ara"	"铫"	20
"arb"	"龚"	20
"arb"	"鉷"	20
"arb"	"鎁"	20
"arbb"	"铫"	20
"arc"	"锳"	20
"arc"	"鍈"	20
"ard"	"错"	20
"ard"	"鐯"	20
"ardd"	"镆"	20
"areb"	"鐄"	20
"arf"	"铓"	20
"arfa"	"鑖"	20
"arfb"	"鑖"	20
"arfd"	"鏪"	20
"ari"	"钊"	20
"arib"	"鐄"	20
"arj"	"聋"	20
"arj"	"铒"	20
"arj"	"龏"	20
"ark"	"铐"	20
"arl"	"釠"	20
"arl"	"銸"	20
"arm"	"钄"	20
"armr"	"鑬"	20
"arms"	"钄"	20
"arn"	"钑"	20
"arn"	"铄"	20
"arnb"	"鏋"	20
"arnd"	"铹"	20
"aro"	"铅"	20
"aro"	"锘"	20
"aro"	"鍩"	20
"arq"	"锚"	20
"arr"	"鈨"	20
"arsm"	"鎺"	20
"aru"	"鈠"	20
"arub"	"鑦"	20
"aruu"	"镊"	20
"aruy"	"铿"	20
"arvr"	"鑬"	20
"arvu"	"镬"	20
"arx"	"锓"	20
"arx"	"銰"	20
"arxo"	"锘"	20
"arxo"	"鍩"	20
"aryd"	"鐯"	20
"asa"	"釥"	20
"asa"	"銯"	20
"ase"	"佥"	20
"ase"	"铛"	20
"asep"	"敛"	20
"aser"	"剑"	20
"asi"	"钏"	20
"asj"	"鈝"	20
"asl"	"鉪"	20
"asl"	"镴"	20
"asmb"	"锁"	20
"asmb"	"鎻"	20
"asn"	"铁"	20
"asnb"	"鑜"	20
"asnh"	"鐣"	20
"asnn"	"鏛"	20
"asnr"	"镋"	20
"asny"	"镗"	20
"aso"	"锆"	20
"asos"	"镴"	20
"asp"	"钞"	20
"asq"	"锱"	20
"asq"	"鍿"	20
"asqt"	"鏁"	20
"asr"	"铣"	20
"ass"	"铢"	20
"asu"	"销"	20
"atb"	"邻"	20
"ate"	"钵"	20
"atf"	"錰"	20
"ath"	"怸"	20
"ati"	"钉"	20
"atj"	"銿"	20
"atl"	"铳"	20
"atn"	"术"	20
"atn"	"鈢"	20
"atnb"	"鈵"	20
"atnf"	"鸰"	20
"atnq"	"銿"	20
"ato"	"钶"	20
"atoo"	"鎶"	20
"atp"	"锑"	20
"atr"	"刢"	20
"atr"	"铳"	20
"ats"	"锍"	20
"ats"	"鋶"	20
"att"	"领"	20
"attb"	"领"	20
"atxh"	"鑻"	20
"aua"	"钗"	20
"aue"	"钥"	20
"aufd"	"镥"	20
"aufd"	"鑥"	20
"auq"	"铎"	20
"auq"	"镭"	20
"aurr"	"觎"	20
"auu"	"鎐"	20
"auwu"	"鎐"	20
"ava"	"鉇"	20
"avd"	"鉃"	20
"ave"	"锥"	20
"avf"	"鈼"	20
"avj"	"鉘"	20
"avmb"	"镄"	20
"avn"	"镤"	20
"avo"	"锜"	20
"avr"	"镌"	20
"avr"	"鎸"	20
"avsi"	"鏉"	20
"awe"	"铴"	20
"awi"	"钌"	20
"awn"	"过"	20
"awn"	"逘"	20
"awn"	"淾"	20
"awo"	"铻"	20
"awx"	"鈫"	20
"awyu"	"鍅"	20
"axb"	"铘"	20
"axb"	"鋣"	20
"axe"	"铕"	20
"axf"	"龙"	20
"axfb"	"龚"	20
"axfi"	"詟"	20
"axfk"	"袭"	20
"axfo"	"砻"	20
"axfr"	"聋"	20
"axfy"	"垄"	20
"axg"	"甙"	20
"axj"	"镡"	20
"axn"	"钸"	20
"axnf"	"鸢"	20
"axo"	"銽"	20
"axo"	"镝"	20
"axp"	"釾"	20
"axrb"	"贰"	20
"axs"	"弎"	20
"axt"	"铩"	20
"axu"	"发"	20
"axu"	"铕"	20
"axuf"	"盋"	20
"axx"	"义"	20
"axxf"	"盋"	20
"aye"	"钍"	20
"aye"	"镒"	20
"ayfb"	"鑟"	20
"ayi"	"欦"	20
"aym"	"鑟"	20
"aymb"	"贪"	20
"ayob"	"颔"	20
"ayot"	"颔"	20
"aypd"	"锗"	20
"aypf"	"铑"	20
"aypk"	"铐"	20
"ayt"	"侌"	20
"azdj"	"鋽"	20
"azf"	"锰"	20
"azh"	"鎼"	20
"azl"	"钇"	20
"azo"	"钻"	20
"azr"	"錿"	20
"azu"	"鑡"	20
"azx"	"釻"	20
"baa"	"亽"	20
"bae"	"鐅"	20
"bajq"	"陠"	20
"bakp"	"陇"	20
"bap"	"阾"	20
"baqo"	"减"	20
"base"	"险"	20
"bat"	"阾"	20
"baxf"	"陇"	20
"bba"	"仒"	20
"bba"	"阫"	20
"bbb"	"众"	20
"bbbf"	"鹡"	20
"bbe"	"丛"	20
"bbeu"	"隂"	20
"bbh"	"怂"	20
"bbh"	"凃"	20
"bbim"	"睂"	20
"bbj"	"伞"	20
"bbj"	"冸"	20
"bbn"	"仌"	20
"bbn"	"队"	20
"bbof"	"鹆"	20
"bbr"	"阶"	20
"bbr"	"耸"	20
"bby"	"坠"	20
"bbzm"	"睂"	20
"bcg"	"嫑"	20
"bcj"	"阵"	20
"bcol"	"隦"	20
"bcs"	"冻"	20
"bcs"	"陈"	20
"bct"	"凓"	20
"bcy"	"陻"	20
"bcy"	"塦"	20
"bdc"	"蚠"	20
"bdf"	"毙"	20
"bdj"	"阧"	20
"bdlb"	"麄"	20
"bdmb"	"贫"	20
"bdn"	"头"	20
"bdo"	"阳"	20
"bdof"	"兺"	20
"bdt"	"颁"	20
"bdtb"	"颁"	20
"bdw"	"瓫"	20
"bdy"	"陧"	20
"beaz"	"陚"	20
"bebf"	"鹢"	20
"bed"	"关"	20
"bed"	"凒"	20
"bedb"	"郑"	20
"bee"	"亼"	20
"bee"	"仺"	20
"beef"	"鹣"	20
"beew"	"甉"	20
"bei"	"欮"	20
"bej"	"屰"	20
"bej"	"冿"	20
"bejt"	"兿"	20
"bel"	"凂"	20
"bewf"	"鹚"	20
"bewf"	"鷀"	20
"beww"	"兹"	20
"beww"	"甆"	20
"bez"	"阷"	20
"bfdg"	"隁"	20
"bfg"	"陿"	20
"bfk"	"陙"	20
"bfl"	"仑"	20
"bfn"	"阦"	20
"bfn"	"凑"	20
"bfnd"	"凑"	20
"bfnn"	"凑"	20
"bfuf"	"鹡"	20
"bfy"	"埅"	20
"bfy"	"凙"	20
"bfz"	"阸"	20
"bgg"	"幷"	20
"bggw"	"逬"	20
"bggw"	"甁"	20
"bgn"	"关"	20
"bgn"	"陕"	20
"bgnb"	"郑"	20
"bha"	"羪"	20
"bhak"	"羪"	20
"bhbh"	"羴"	20
"bhbi"	"歚"	20
"bhbp"	"敾"	20
"bhc"	"羓"	20
"bhcl"	"羓"	20
"bhd"	"劷"	20
"bhdp"	"厁"	20
"bhj"	"撆"	20
"bhm"	"羏"	20
"bhnf"	"鴹"	20
"bhni"	"羫"	20
"bhnr"	"养"	20
"bhuf"	"鲝"	20
"bhuf"	"鮺"	20
"bhui"	"羟"	20
"bhx"	"陖"	20
"bi"	"阝"	20
"bij"	"陠"	20
"bimb"	"资"	20
"biy"	"垐"	20
"biz"	"乲"	20
"bj"	"阩"	20
"bja"	"隫"	20
"bjcs"	"凁"	20
"bjd"	"隥"	20
"bjj"	"仐"	20
"bjj"	"毕"	20
"bjrb"	"隫"	20
"bkbr"	"养"	20
"bkdb"	"剙"	20
"bkf"	"羙"	20
"bko"	"减"	20
"bkru"	"羗"	20
"bld"	"隌"	20
"bll"	"亾"	20
"bmf"	"冯"	20
"bmfr"	"凴"	20
"bmn"	"籴"	20
"bmr"	"覔"	20
"bmrh"	"慿"	20
"bna"	"飬"	20
"bnak"	"飬"	20
"bncr"	"凂"	20
"bndl"	"凕"	20
"bne"	"净"	20
"bneh"	"隐"	20
"bnf"	"隝"	20
"bni"	"誊"	20
"bnlp"	"陒"	20
"bnm"	"朆"	20
"bnmf"	"駦"	20
"bnn"	"龹"	20
"bnpd"	"勌"	20
"bnr"	"奍"	20
"bnsd"	"勬"	20
"bnt"	"桊"	20
"bnuf"	"鲞"	20
"bnuf"	"鮝"	20
"bnx"	"餋"	20
"bnx"	"龞"	20
"boh"	"总"	20
"bomb"	"陨"	20
"bor"	"兑"	20
"borp"	"敚"	20
"box"	"冺"	20
"bp"	"丷"	20
"bpaq"	"戗"	20
"bpi"	"兯"	20
"bpj"	"隦"	20
"bpl"	"兦"	20
"bpl"	"仓"	20
"bpnf"	"鸧"	20
"bpr"	"创"	20
"bpx"	"龞"	20
"bqdm"	"朆"	20
"bqeo"	"兽"	20
"bqif"	"鹈"	20
"bqiw"	"递"	20
"bqj"	"单"	20
"bqjb"	"郸"	20
"bqjk"	"冁"	20
"bqrb"	"兾"	20
"bqu"	"陆"	20
"brk"	"尩"	20
"brl"	"尣"	20
"brna"	"尦"	20
"brnf"	"鵥"	20
"brs"	"际"	20
"brsq"	"畲"	20
"brz"	"佱"	20
"bse"	"兰"	20
"bsny"	"隚"	20
"bsqt"	"隟"	20
"bsu"	"陗"	20
"btb"	"郐"	20
"btbu"	"凇"	20
"btmo"	"噵"	20
"btn"	"枈"	20
"btog"	"娿"	20
"btr"	"刽"	20
"btts"	"凚"	20
"bubp"	"陖"	20
"bue"	"阴"	20
"bued"	"勜"	20
"buef"	"鹟"	20
"buf"	"鳖"	20
"buh"	"忩"	20
"bui"	"陉"	20
"bur"	"兊"	20
"bur"	"隭"	20
"burp"	"陖"	20
"but"	"枀"	20
"but"	"颂"	20
"butb"	"颂"	20
"butr"	"隭"	20
"bva"	"陁"	20
"bve"	"陮"	20
"bvs"	"凁"	20
"bvx"	"嫑"	20
"bwe"	"陚"	20
"bwf"	"为"	20
"bwf"	"隖"	20
"bwn"	"氽"	20
"bwn"	"阥"	20
"bwn"	"还"	20
"bxd"	"陹"	20
"bxn"	"飡"	20
"bxp"	"爷"	20
"byfb"	"凟"	20
"bym"	"凟"	20
"byya"	"隯"	20
"bzdq"	"隵"	20
"bzsf"	"骘"	20
"cado"	"螥"	20
"cai"	"输"	20
"cajq"	"辅"	20
"cal"	"虵"	20
"caqo"	"輱"	20
"caur"	"输"	20
"cax"	"蚁"	20
"caxi"	"轼"	20
"cayo"	"蛿"	20
"cbef"	"螊"	20
"cbef"	"螠"	20
"cbew"	"螆"	20
"cbf"	"轮"	20
"cbg"	"龫"	20
"cbgg"	"屛"	20
"cbgg"	"輧"	20
"cbho"	"蟮"	20
"cbi"	"邜"	20
"cbk"	"辁"	20
"cbl"	"蠄"	20
"cblu"	"蠄"	20
"cbm"	"轸"	20
"cbor"	"蜕"	20
"cbwu"	"蠄"	20
"ccc"	"蛥"	20
"ccf"	"蚭"	20
"cci"	"蚛"	20
"ccj"	"蛼"	20
"ccp"	"卶"	20
"ccrk"	"辗"	20
"ccyo"	"夡"	20
"cda"	"轫"	20
"cda"	"軚"	20
"cdb"	"辊"	20
"cdb"	"蜫"	20
"cddd"	"蛠"	20
"cdem"	"輰"	20
"cdf"	"辒"	20
"cdf"	"輼"	20
"cdj"	"斘"	20
"cdn"	"轪"	20
"cdo"	"轺"	20
"cdo"	"曺"	20
"cdto"	"輢"	20
"cdvm"	"輰"	20
"cdyy"	"蝰"	20
"cee"	"蛡"	20
"ceg"	"轁"	20
"ceh"	"蟰"	20
"cei"	"軕"	20
"cemb"	"贵"	20
"cemw"	"遗"	20
"cenb"	"辆"	20
"cenb"	"蜽"	20
"ceo"	"輏"	20
"ceoq"	"辐"	20
"ceot"	"螎"	20
"cep"	"輰"	20
"ceqf"	"盠"	20
"ceqr"	"剶"	20
"cfa"	"虾"	20
"cfe"	"蛊"	20
"cffe"	"轊"	20
"cfk"	"屒"	20
"cfk"	"軭"	20
"cfn"	"辏"	20
"cfnd"	"辏"	20
"cfnd"	"蝽"	20
"cfnn"	"辏"	20
"cfnq"	"蜯"	20
"cfs"	"轹"	20
"cfy"	"蚄"	20
"cgeb"	"舆"	20
"cgg"	"屫"	20
"cggo"	"屫"	20
"cgj"	"轩"	20
"cgn"	"蛱"	20
"cgnr"	"轿"	20
"cgpo"	"屫"	20
"cgu"	"螋"	20
"chj"	"轷"	20
"chj"	"軤"	20
"chr"	"蜏"	20
"chrt"	"蟍"	20
"chs"	"螦"	20
"cij"	"辅"	20
"cin"	"软"	20
"ciq"	"轴"	20
"cj"	"车"	20
"cjav"	"蠘"	20
"cjcr"	"蝲"	20
"cjj"	"蜶"	20
"cjo"	"轱"	20
"cjo"	"軲"	20
"cjor"	"剧"	20
"cka"	"錾"	20
"ckbk"	"蟖"	20
"ckd"	"暂"	20
"cke"	"蚟"	20
"cke"	"軖"	20
"cki"	"斩"	20
"ckj"	"蚈"	20
"ckmr"	"覱"	20
"cko"	"輱"	20
"ckt"	"椠"	20
"ckx"	"轨"	20
"cky"	"堑"	20
"clb"	"辘"	20
"clbi"	"蟩"	20
"clda"	"蟵"	20
"cll"	"轧"	20
"cll"	"虬"	20
"clof"	"巼"	20
"clos"	"辌"	20
"clp"	"轭"	20
"cls"	"辌"	20
"clw"	"遟"	20
"clx"	"较"	20
"cma"	"屗"	20
"cmb"	"屃"	20
"cmb"	"贾"	20
"cmb"	"蛽"	20
"cmc"	"辚"	20
"cmcs"	"辚"	20
"cmf"	"蚂"	20
"cmg"	"蝼"	20
"cmig"	"屦"	20
"cmnf"	"鹛"	20
"cmnf"	"鶥"	20
"cmr"	"蚬"	20
"cnb"	"輨"	20
"cnbf"	"辋"	20
"cnbf"	"蝄"	20
"cnez"	"蝊"	20
"cnf"	"鸤"	20
"cnf"	"鸯"	20
"cnfo"	"辖"	20
"cng"	"輡"	20
"cnl"	"蚒"	20
"cnl"	"軳"	20
"cnol"	"軳"	20
"cnq"	"蜔"	20
"cnr"	"蚦"	20
"cnw"	"迟"	20
"cnxx"	"蛧"	20
"co"	"覀"	20
"cob"	"轵"	20
"cof"	"巼"	20
"coh"	"蜖"	20
"coil"	"蝇"	20
"coka"	"蝈"	20
"cola"	"鐾"	20
"colf"	"鸊"	20
"colo"	"礕"	20
"colz"	"孹"	20
"conb"	"蜗"	20
"coo"	"軎"	20
"coql"	"蝇"	20
"cor"	"辑"	20
"cpa"	"虲"	20
"cpad"	"覄"	20
"cpax"	"蚮"	20
"cpdr"	"轿"	20
"cpe"	"轾"	20
"cpf"	"盌"	20
"cpgg"	"屛"	20
"cpgg"	"輧"	20
"cpit"	"螩"	20
"cpj"	"蚲"	20
"cpn"	"螩"	20
"cpnf"	"鸳"	20
"cpo"	"辂"	20
"cpo"	"蛒"	20
"cpob"	"螕"	20
"cpof"	"夞"	20
"cqer"	"蛲"	20
"cqn"	"螊"	20
"crbb"	"臋"	20
"crco"	"覉"	20
"crcv"	"覉"	20
"crd"	"輭"	20
"creb"	"螨"	20
"creh"	"蟏"	20
"cren"	"蛳"	20
"crer"	"蟏"	20
"cres"	"蟏"	20
"crfd"	"蠴"	20
"crfh"	"蠴"	20
"crl"	"凥"	20
"crl"	"辄"	20
"crmv"	"轥"	20
"crn"	"轹"	20
"crnb"	"蜹"	20
"crnb"	"蟎"	20
"crnt"	"蝾"	20
"crqu"	"蠇"	20
"crsc"	"螱"	20
"crsd"	"勡"	20
"crss"	"輫"	20
"crsu"	"叞"	20
"crsx"	"飘"	20
"crtn"	"蛳"	20
"cse"	"夝"	20
"cser"	"輄"	20
"csl"	"屉"	20
"csn"	"东"	20
"csn"	"轶"	20
"csnf"	"鸫"	20
"csq"	"辎"	20
"csq"	"輺"	20
"csso"	"辔"	20
"cst"	"屟"	20
"cst"	"幉"	20
"cta"	"层"	20
"ctn"	"杘"	20
"ctnd"	"輭"	20
"cto"	"轲"	20
"ctu"	"蜟"	20
"ctup"	"辙"	20
"ctx"	"辙"	20
"cua"	"叀"	20
"cua"	"屚"	20
"cudq"	"輽"	20
"cue"	"蚏"	20
"cui"	"轻"	20
"cuj"	"虶"	20
"curo"	"礊"	20
"cuu"	"轰"	20
"cuuu"	"辍"	20
"cuy"	"蛏"	20
"cvff"	"蟱"	20
"cvo"	"輢"	20
"cvsr"	"蝲"	20
"cwd"	"軪"	20
"cwfr"	"劚"	20
"cwn"	"连"	20
"cwr"	"蛴"	20
"cxa"	"转"	20
"cxe"	"蛕"	20
"cxu"	"蛕"	20
"cye"	"螠"	20
"cyok"	"辕"	20
"cypd"	"螧"	20
"cyud"	"蜐"	20
"cyw"	"蟽"	20
"cza"	"辀"	20
"czc"	"轳"	20
"czfn"	"蟕"	20
"czj"	"虸"	20
"czj"	"軐"	20
"czu"	"軙"	20
"daa"	"夺"	20
"daa"	"时"	20
"dadz"	"歰"	20
"dae"	"丒"	20
"daf"	"盇"	20
"dah"	"态"	20
"daj"	"曅"	20
"dakp"	"昽"	20
"daqn"	"晠"	20
"dase"	"殓"	20
"daw"	"迏"	20
"daxf"	"昽"	20
"day"	"晠"	20
"dayo"	"晗"	20
"dazz"	"歰"	20
"dba"	"刅"	20
"dba"	"办"	20
"dba"	"冭"	20
"dbd"	"昚"	20
"dbdf"	"鹩"	20
"dbds"	"尞"	20
"dbhi"	"暛"	20
"dbki"	"暛"	20
"dbm"	"昣"	20
"dbm"	"眘"	20
"dbnf"	"鹍"	20
